gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,pwo1_target,ubp5_target
AT1G15440,upregulated,"periodic tryptophan protein 2 (PWP2); FUNCTIONS IN: nucleotide binding; INVOLVED IN: biological_process unknown; LOCATED IN: CUL4 RING ubiquitin ligase complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat 2 (InterPro:IPR019782), WD40 repeat, conserved site (InterPro:IPR019775), WD40 repeat (InterPro:IPR001680), Small-subunit processome, Utp12 (InterPro:IPR007148), G-protein beta WD-40 repeat, region (InterPro:IPR020472), WD40 repeat-like-containing domain (InterPro:IPR011046), WD40-repeat-containing domain (InterPro:IPR017986), WD40/YVTN repeat-like-containing domain (InterPro:IPR015943), WD40 repeat, subgroup (InterPro:IPR019781); BEST Arabidopsis thaliana protein match is: Transducin/WD40 repeat-like superfamily protein (TAIR:AT1G11160.1); Has 76374 Blast hits to 32281 proteins in 860 species: Archae - 60; Bacteria - 9617; Metazoa - 31125; Fungi - 15572; Plants - 10039; Viruses - 0; Other Eukaryotes - 9961 (source: NCBI BLink).",(PERIODIC TRYPTOPHAN PROTEIN 2 (ATPWP2);PERIODIC TRYPTOPHAN PROTEIN 2 (PWP2),0.581637551558792,1.58156998877388e-4,FALSE,FALSE
AT1G15670,upregulated,"Galactose oxidase/kelch repeat superfamily protein; CONTAINS InterPro DOMAIN/s: Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043), Kelch repeat type 1 (InterPro:IPR006652), Kelch related (InterPro:IPR013089), Kelch-type beta propeller (InterPro:IPR015915); BEST Arabidopsis thaliana protein match is: Galactose oxidase/kelch repeat superfamily protein (TAIR:AT1G80440.1); Has 1241 Blast hits to 1194 proteins in 125 species: Archae - 6; Bacteria - 99; Metazoa - 399; Fungi - 6; Plants - 685; Viruses - 3; Other Eukaryotes - 43 (source: NCBI BLink).",NA,0.845557762065884,7.27321433306351e-5,FALSE,FALSE
AT1G15820,downregulated,"Lhcb6 protein (Lhcb6), light harvesting complex of photosystem II.",LIGHT HARVESTING COMPLEX PHOTOSYSTEM II SUBUNIT 6 (LHCB6); (CP24),-0.977266307196052,3.42119862223987e-11,FALSE,FALSE
AT1G15830,downregulated,unknown protein; Has 165982 Blast hits to 57214 proteins in 2459 species: Archae - 263; Bacteria - 44622; Metazoa - 55751; Fungi - 10656; Plants - 17613; Viruses - 2527; Other Eukaryotes - 34550 (source: NCBI BLink).,NA,-1.29085286853118,3.19224288640526e-12,TRUE,TRUE
AT1G16040,downregulated,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: GPI anchor biosynthetic process; LOCATED IN: integral to membrane, endoplasmic reticulum membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GPI biosynthesis protein Pig-F (InterPro:IPR009580); Has 280 Blast hits to 280 proteins in 133 species: Archae - 0; Bacteria - 0; Metazoa - 113; Fungi - 111; Plants - 44; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink).",NA,-0.956853109258309,3.07282551475552e-5,FALSE,TRUE
AT1G16370,upregulated,"organic cation/carnitine transporter 6 (OCT6); FUNCTIONS IN: carbohydrate transmembrane transporter activity, sugar:hydrogen symporter activity; INVOLVED IN: transport, transmembrane transport; LOCATED IN: integral to membrane, membrane; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: LP.06 six leaves visible, 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Major facilitator superfamily (InterPro:IPR020846), General substrate transporter (InterPro:IPR005828), Major facilitator superfamily, general substrate transporter (InterPro:IPR016196); BEST Arabidopsis thaliana protein match is: organic cation/carnitine transporter5 (TAIR:AT1G79410.1); Has 15766 Blast hits to 15675 proteins in 1589 species: Archae - 347; Bacteria - 7462; Metazoa - 3764; Fungi - 2418; Plants - 1153; Viruses - 0; Other Eukaryotes - 622 (source: NCBI BLink).",ORGANIC CATION/CARNITINE TRANSPORTER 6 (OCT6);ARABIDOPSIS THALIANA ORGANIC CATION/CARNITINE TRANSPORTER 6 (ATOCT6),0.917882620495561,0.00270719265836333,FALSE,FALSE
AT1G16410,downregulated,member of CYP79F,CYTOCHROME P450 79F1 (CYP79F1);SUPERSHOOT 1 (SPS1);BUSHY 1 (BUS1),-0.853941838924416,6.19760516584247e-5,FALSE,FALSE
AT1G17100,upregulated,"SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT1G78450.1); Has 1318 Blast hits to 1294 proteins in 131 species: Archae - 15; Bacteria - 114; Metazoa - 250; Fungi - 0; Plants - 206; Viruses - 0; Other Eukaryotes - 733 (source: NCBI BLink).",NA,1.03697492768919,7.10642404980534e-6,FALSE,FALSE
AT1G17180,upregulated,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).,GLUTATHIONE S-TRANSFERASE TAU 25 (GSTU25);GLUTATHIONE S-TRANSFERASE TAU 25 (ATGSTU25),1.04561852433222,6.97360301806193e-4,FALSE,FALSE
AT1G17580,downregulated,Encodes a member of the type XI myosin protein family involved in organelle trafficking and overall plant development.,MYOSIN 1 (MYA1);MYOSIN XI 1 (XI-1);ARABIDOPSIS MYOSIN 1 (ATMYA1),-0.687619734337194,2.78550580823187e-6,FALSE,TRUE
AT1G17600,upregulated,"Disease resistance protein (TIR-NBS-LRR class) family; FUNCTIONS IN: transmembrane receptor activity, ATP binding; INVOLVED IN: signal transduction, defense response, apoptosis, innate immune response; LOCATED IN: intrinsic to membrane; EXPRESSED IN: leaf whorl, leaf; EXPRESSED DURING: LP.10 ten leaves visible; CONTAINS InterPro DOMAIN/s: NB-ARC (InterPro:IPR002182), Toll-Interleukin receptor (InterPro:IPR000157), Disease resistance protein (InterPro:IPR000767); BEST Arabidopsis thaliana protein match is: Disease resistance protein (TIR-NBS-LRR class) family (TAIR:AT5G40100.1); Has 24331 Blast hits to 16604 proteins in 714 species: Archae - 19; Bacteria - 1452; Metazoa - 3934; Fungi - 232; Plants - 17994; Viruses - 0; Other Eukaryotes - 700 (source: NCBI BLink).",NA,0.892114408505702,4.44624719155004e-4,FALSE,FALSE
AT1G17730,downregulated,Encodes an ESCRT-related protein: CHMP1A/AT1G73030; CHMP1B/AT1G17730.  CHMP1A and B mediate multivesicular body sorting of auxin carriers and are required for plant development.  ESCRT: Endosomal Sorting Complexes Required For Transport machinery; CHMP: Charged Multivesicular Body Protein/Chromatin Modifying Protein.,VACUOLAR PROTEIN SORTING 46.1 (VPS46.1);CHARGED MULTIVESICULAR BODY PROTEIN/CHROMATIN MODIFYING  PROTEIN1B (CHMP1B),-0.962539096381473,2.00482507168706e-9,TRUE,TRUE
AT1G17860,upregulated,"Kunitz family trypsin and protease inhibitor protein; FUNCTIONS IN: endopeptidase inhibitor activity; INVOLVED IN: biological_process unknown; LOCATED IN: apoplast, cell wall; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Proteinase inhibitor I3, Kunitz legume (InterPro:IPR002160), Kunitz inhibitor ST1-like (InterPro:IPR011065); BEST Arabidopsis thaliana protein match is: kunitz trypsin inhibitor 1 (TAIR:AT1G73260.1); Has 1019 Blast hits to 1019 proteins in 106 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1018; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",NA,0.510529781170806,0.00369515882127949,FALSE,FALSE
AT1G18360,downregulated,alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: hydrolase activity; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT1G73480.1); Has 6456 Blast hits to 6448 proteins in 1759 species: Archae - 38; Bacteria - 4736; Metazoa - 147; Fungi - 149; Plants - 444; Viruses - 63; Other Eukaryotes - 879 (source: NCBI BLink).,NA,-0.803483167366603,2.17801286706223e-8,TRUE,TRUE
AT1G18440,downregulated,"Peptidyl-tRNA hydrolase family protein; FUNCTIONS IN: aminoacyl-tRNA hydrolase activity; INVOLVED IN: translation; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Peptidyl-tRNA hydrolase, conserved site (InterPro:IPR018171), Peptidyl-tRNA hydrolase (InterPro:IPR001328); BEST Arabidopsis thaliana protein match is: Peptidyl-tRNA hydrolase family protein (TAIR:AT5G16140.2); Has 8043 Blast hits to 8040 proteins in 2597 species: Archae - 0; Bacteria - 5299; Metazoa - 47; Fungi - 102; Plants - 126; Viruses - 0; Other Eukaryotes - 2469 (source: NCBI BLink).",NA,-0.929632713042211,6.34448820718047e-7,TRUE,TRUE
AT1G18470,downregulated,"Transmembrane Fragile-X-F-associated protein; FUNCTIONS IN: zinc ion binding; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Transmembrane Fragile-X-F-associated protein (InterPro:IPR019396), Zinc finger, RING-type (InterPro:IPR001841); BEST Arabidopsis thaliana protein match is: Transmembrane Fragile-X-F-associated protein (TAIR:AT1G73950.1); Has 2617 Blast hits to 2612 proteins in 233 species: Archae - 0; Bacteria - 0; Metazoa - 1517; Fungi - 24; Plants - 500; Viruses - 234; Other Eukaryotes - 342 (source: NCBI BLink).",NA,-0.463180154047156,0.00180480623101068,FALSE,TRUE
AT1G18620,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G74160.1); Has 1906 Blast hits to 1265 proteins in 203 species: Archae - 0; Bacteria - 130; Metazoa - 671; Fungi - 139; Plants - 265; Viruses - 11; Other Eukaryotes - 690 (source: NCBI BLink).,TON1 RECRUITING MOTIF 3 (TRM3),-0.567482237009042,2.59672014449698e-4,FALSE,FALSE
AT1G18650,downregulated,Encodes a member of the X8-GPI family of proteins. It localizes to the plasmodesmata and is predicted to bind callose.,PLASMODESMATA CALLOSE-BINDING PROTEIN 3 (PDCB3),-0.552378230444629,9.24181218207675e-4,FALSE,FALSE
AT1G18710,downregulated,Member of the R2R3 factor gene family.,MYB DOMAIN PROTEIN 47 (AtMYB47);MYB DOMAIN PROTEIN 47 (MYB47),-1.91827618363915,4.37645627150213e-8,FALSE,FALSE
AT1G18810,downregulated,phytochrome kinase substrate-related; BEST Arabidopsis thaliana protein match is: phytochrome kinase substrate 1 (TAIR:AT2G02950.1); Has 458 Blast hits to 394 proteins in 45 species: Archae - 0; Bacteria - 2; Metazoa - 60; Fungi - 9; Plants - 109; Viruses - 2; Other Eukaryotes - 276 (source: NCBI BLink).,NA,-0.869423245519209,4.1768594069825e-4,FALSE,FALSE
AT1G18870,downregulated,Encodes a protein with isochorismate synthase activity involved in phylloquinone biosynthesis. Mutant studies of this gene's function suggest that its function is redundant with that of ICS1 (AT1G7410).,ARABIDOPSIS ISOCHORISMATE SYNTHASE 2 (ATICS2);ISOCHORISMATE SYNTHASE 2 (ICS2),-1.05035012891342,1.20323269437205e-4,FALSE,FALSE
AT1G19250,downregulated,FMO1 is required for full expression of TIR-NB-LRR?conditioned resistance to avirulent pathogens and for basal resistance to invasive virulent pathogens. Functions in an EDS1-regulated but SA-independent mechanism that promotes resistance and cell death at pathogen infection sites.,FLAVIN-DEPENDENT MONOOXYGENASE 1 (FMO1),-1.87687577736682,1.50608615991279e-4,FALSE,TRUE
AT1G19330,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G75060.1).,NA,-0.595679237927711,0.00223021693570801,TRUE,TRUE
AT1G19380,upregulated,Protein of unknown function (DUF1195); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1195 (InterPro:IPR010608); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF1195) (TAIR:AT4G36660.1); Has 67 Blast hits to 67 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,1.0821487799529,3.20983311658967e-4,FALSE,FALSE
AT1G19400,downregulated,Erythronate-4-phosphate dehydrogenase family protein; BEST Arabidopsis thaliana protein match is: Erythronate-4-phosphate dehydrogenase family protein (TAIR:AT1G75180.3); Has 144 Blast hits to 144 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 144; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,-0.476795877450729,0.00165709258017227,FALSE,FALSE
AT1G19510,downregulated,"RAD-like 5 (RL5); FUNCTIONS IN: DNA binding, sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription, DNA-dependent; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: SANT, DNA-binding (InterPro:IPR001005), Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), Homeodomain-like (InterPro:IPR009057), MYB-like (InterPro:IPR017877); BEST Arabidopsis thaliana protein match is: RAD-like 6 (TAIR:AT1G75250.2); Has 606 Blast hits to 606 proteins in 82 species: Archae - 0; Bacteria - 0; Metazoa - 147; Fungi - 0; Plants - 454; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).",RAD-LIKE 5 (ATRL5);RAD-LIKE 5 (RL5);RADIALIS-LIKE SANT/MYB 4 (RSM4),-1.04026336363574,7.23280576542401e-4,FALSE,FALSE
AT1G19650,downregulated,"Sec14p-like phosphatidylinositol transfer family protein; FUNCTIONS IN: phosphatidylinositol transporter activity, transporter activity; INVOLVED IN: transport; LOCATED IN: plasma membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cellular retinaldehyde-binding/triple function, C-terminal (InterPro:IPR001251), Cellular retinaldehyde-binding/triple function, N-terminal (InterPro:IPR008273), Cellular retinaldehyde binding/alpha-tocopherol transport (InterPro:IPR001071), Phosphatidylinositol transfer protein-like, N-terminal (InterPro:IPR011074); BEST Arabidopsis thaliana protein match is: Sec14p-like phosphatidylinositol transfer family protein (TAIR:AT1G75370.1); Has 2627 Blast hits to 2615 proteins in 230 species: Archae - 0; Bacteria - 0; Metazoa - 801; Fungi - 541; Plants - 877; Viruses - 0; Other Eukaryotes - 408 (source: NCBI BLink).",NA,-0.585858692010716,2.48953517473513e-4,TRUE,TRUE
AT1G19670,downregulated,"Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation.",CHLOROPHYLLASE 1 (ATCLH1);CORONATINE-INDUCED PROTEIN 1 (CORI1);CHLOROPHYLLASE 1 (CLH1);CORONATINE-INDUCED PROTEIN 1 (ATHCOR1),-0.970091776954672,9.2701839562274e-8,FALSE,FALSE
AT1G19960,downregulated,BEST Arabidopsis thaliana protein match is: transmembrane receptors (TAIR:AT2G32140.1); Has 41 Blast hits to 41 proteins in 17 species: Archae - 0; Bacteria - 2; Metazoa - 23; Fungi - 0; Plants - 11; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).,NA,-1.85302292714857,2.73738091019348e-7,FALSE,FALSE
AT1G19980,downregulated,cytomatrix protein-related; Has 8598 Blast hits to 6353 proteins in 629 species: Archae - 108; Bacteria - 984; Metazoa - 3794; Fungi - 795; Plants - 240; Viruses - 29; Other Eukaryotes - 2648 (source: NCBI BLink).,NA,-0.894242412244685,3.81748145530455e-4,TRUE,TRUE
AT1G20140,downregulated,"SKP1-like 4 (SK4); CONTAINS InterPro DOMAIN/s: E3 ubiquitin ligase, SCF complex, Skp subunit (InterPro:IPR016897), SKP1 component, dimerisation (InterPro:IPR016072), SKP1 component (InterPro:IPR001232), BTB/POZ fold (InterPro:IPR011333), SKP1 component, POZ (InterPro:IPR016073); BEST Arabidopsis thaliana protein match is: SKP1-like 3 (TAIR:AT2G25700.1); Has 1439 Blast hits to 1435 proteins in 269 species: Archae - 0; Bacteria - 0; Metazoa - 560; Fungi - 180; Plants - 528; Viruses - 11; Other Eukaryotes - 160 (source: NCBI BLink).",SKP1-LIKE 4 (SK4);SKP1-LIKE 4 (ASK4),-0.829082946274828,8.43667164898089e-4,FALSE,TRUE
AT1G20190,downregulated,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)",EXPANSIN 11 (ATEXPA11);EXPANSIN  11 (EXP11);EXPANSIN 11 (EXPA11); (ATHEXP ALPHA 1.14); (ATEXP11),-0.956799471958342,1.3364232591726e-11,FALSE,FALSE
AT1G20620,downregulated,"Catalase, catalyzes the breakdown of hydrogen peroxide (H2O2) into water and oxygen.",(ATCAT3);CATALASE 3 (CAT3);SENESCENCE 2 (SEN2),-0.835940588225748,6.98616474610563e-5,TRUE,FALSE
AT1G20640,downregulated,"Plant regulator RWP-RK family protein; CONTAINS InterPro DOMAIN/s: Octicosapeptide/Phox/Bem1p (InterPro:IPR000270), Plant regulator RWP-RK (InterPro:IPR003035); BEST Arabidopsis thaliana protein match is: Plant regulator RWP-RK family protein (TAIR:AT1G76350.1); Has 665 Blast hits to 585 proteins in 44 species: Archae - 0; Bacteria - 2; Metazoa - 2; Fungi - 2; Plants - 595; Viruses - 0; Other Eukaryotes - 64 (source: NCBI BLink).",NA,-0.498491603172262,0.00148280435996022,FALSE,FALSE
AT1G20650,downregulated,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G76370.1); Has 115469 Blast hits to 114023 proteins in 4226 species: Archae - 107; Bacteria - 13502; Metazoa - 42790; Fungi - 9725; Plants - 32710; Viruses - 380; Other Eukaryotes - 16255 (source: NCBI BLink).",ALTERED SEED GERMINATION 5 (ASG5),-0.759537928786258,8.04925961943173e-8,FALSE,FALSE
AT1G20880,downregulated,"RNA-binding (RRM/RBD/RNP motifs) family protein; FUNCTIONS IN: RNA binding, nucleotide binding, nucleic acid binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: RNA recognition motif, RNP-1 (InterPro:IPR000504), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677); BEST Arabidopsis thaliana protein match is: RNA-binding (RRM/RBD/RNP motifs) family protein (TAIR:AT1G76460.1); Has 7701 Blast hits to 7638 proteins in 709 species: Archae - 59; Bacteria - 219; Metazoa - 3282; Fungi - 4; Plants - 1889; Viruses - 133; Other Eukaryotes - 2115 (source: NCBI BLink).",NA,-0.833816839877099,3.40278383703639e-6,TRUE,TRUE
AT1G21100,upregulated,"O-methyltransferase family protein; FUNCTIONS IN: methyltransferase activity, O-methyltransferase activity, protein dimerization activity; LOCATED IN: cytosol; EXPRESSED IN: stem, cotyledon, hypocotyl, root, leaf; EXPRESSED DURING: LP.04 four leaves visible; CONTAINS InterPro DOMAIN/s: Winged helix-turn-helix transcription repressor DNA-binding (InterPro:IPR011991), Plant methyltransferase dimerisation (InterPro:IPR012967), O-methyltransferase, family 2 (InterPro:IPR001077), O-methyltransferase, COMT, eukaryota (InterPro:IPR016461); BEST Arabidopsis thaliana protein match is: O-methyltransferase family protein (TAIR:AT1G21130.1); Has 3375 Blast hits to 3370 proteins in 588 species: Archae - 3; Bacteria - 947; Metazoa - 107; Fungi - 659; Plants - 1542; Viruses - 0; Other Eukaryotes - 117 (source: NCBI BLink).",INDOLE GLUCOSINOLATE O-METHYLTRANSFERASE 1 (IGMT1),0.501221262873138,0.0029287315688519,FALSE,FALSE
